Row ID,Supplier ID,Supplier Name,Country,NART,Use case,Module (ID),Category,Section,Field (label),Field Type,Required @ go-live,Editable by supplier,Value submitted,Submission date,Status,Workflow status,Last contact date
R006189,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,29,Requirements,Global Inventory Status for Korea (KECI),Evaluation Procedures,Dropdown,Yes,yes,,2026-07-22,Missing,Open,2026-07-22
R006193,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,29,Requirements,Global Inventory Status for Philippines (PICCS),Philippines (PICCS),Dropdown,Yes,yes,,2026-08-10,Missing,Open,2026-08-10
R006195,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,29,Requirements,Global Inventory Status for Philippines (PICCS),Evaluation Procedures,Dropdown,Yes,yes,Supplier declaration,2026-08-19,Outdated,Open,2026-08-19
R006201,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Evaluation Procedures,Dropdown,Yes,yes,,2026-08-23,Missing,Open,2026-08-23
R006205,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,29,Requirements,Global Inventory Status for Malaysia (EMS),Malaysia (EMS),Dropdown,Yes,yes,Unknown / not specified,2026-08-30,Flagged (needs supplier confirmation),Open,2026-08-30
R006213,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,29,Requirements,Global Inventory Status for Australia (AICS),Evaluation Procedures,Dropdown,Yes,yes,,2026-08-20,Missing,Open,2026-08-20
R006215,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 1,CAS No. ,Freetext,Yes,yes,123,2026-07-15,Flagged (needs supplier confirmation),Open,2026-07-15
R006216,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 1,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,,2026-07-18,Missing,Open,2026-07-18
R006220,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 2,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,,2026-07-21,Missing,Open,2026-07-21
R006221,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 2,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,Unknown / not specified,2026-07-21,Flagged (needs supplier confirmation),Open,2026-07-21
R006222,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 3,Substance Name,Freetext,Yes,yes,N/A,2026-08-23,Flagged (needs supplier confirmation),Open,2026-08-23
R006227,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 4,CAS No. ,Freetext,Yes,yes,,2026-08-08,Missing,Open,2026-08-08
R006230,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 5,Substance Name,Freetext,Yes,yes,"Confirmed per supplier declaration for substance name, evidence on file.",2026-08-17,Outdated,Open,2026-08-17
R006231,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 5,CAS No. ,Freetext,Yes,yes,Unknown / not specified,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-01
R006232,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 5,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,123,2026-07-19,Flagged (needs supplier confirmation),Open,2026-07-19
R006237,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 6,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,123,2026-07-26,Flagged (needs supplier confirmation),Open,2026-07-26
R006239,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 7,CAS No. ,Freetext,Yes,yes,"Confirmed per supplier declaration for cas no. , evidence on file.",2026-07-22,Outdated,Open,2026-07-22
R006240,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 7,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,123,2026-08-10,Flagged (needs supplier confirmation),Open,2026-08-10
R006243,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 8,CAS No. ,Freetext,Yes,yes,123,2026-08-28,Flagged (needs supplier confirmation),Open,2026-08-28
R006246,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 9,Substance Name,Freetext,Yes,yes,TBD,2026-08-20,Flagged (needs supplier confirmation),Open,2026-08-20
R006247,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 9,CAS No. ,Freetext,Yes,yes,"Yes, compliant.",2026-07-23,Flagged (needs supplier confirmation),Open,2026-07-23
R006252,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,30,Full Material Declaration,Material 10,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,N/A,2026-07-27,Flagged (needs supplier confirmation),Open,2026-07-27
R006255,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,31,Sustainability data (currently optional),Share of virgin fossil material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,Unknown / not specified,2026-09-02,Flagged (needs supplier confirmation),Open,2026-09-02
R006257,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,31,Sustainability data (currently optional),Share of virgin bio-based material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,N/A,2026-08-02,Flagged (needs supplier confirmation),Open,2026-08-02
R006260,8321837,Meridian Polymers Corp.,Italy,56294-96804-05,MDF,31,Sustainability data (currently optional),Share of recycled material,Substance concentration (in %),Freetext,Yes,yes,Unknown / not specified,2026-08-14,Flagged (needs supplier confirmation),Open,2026-08-14
R006277,8321837,Meridian Polymers Corp.,Italy,,PCF,3,PCF,PCF Upload – Submission,Information from supplier avaliable?,Check box,Yes,yes,"Yes, compliant.",2026-07-22,Flagged (needs supplier confirmation),Open,2026-07-22
R006281,8321837,Meridian Polymers Corp.,Italy,,PCF,3,PCF,PCF Upload – Submission,Applies to purchased NART(s),Multi-select dropdown,Yes,yes,TBD,2026-07-19,Flagged (needs supplier confirmation),Open,2026-07-19
R006297,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,2,REACH,REACH Registration Status,Declaration of comformidity,Freetext,Yes,yes,123,2026-07-24,Flagged (needs supplier confirmation),1. Reminder,2026-07-31
R006299,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,3,REACH,REACh regulation No 1907/2006/EC,"SVHC candidate list (current revision)
Applies to all purchased products and packaging.",Dropdown,Yes,yes,"Yes, compliant.",2026-07-22,Flagged (needs supplier confirmation),1. Reminder,2026-07-29
R006303,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,3,REACH,REACh regulation No 1907/2006/EC,Declaration of comformidity,Freetext,Yes,yes,123,2026-07-16,Flagged (needs supplier confirmation),1. Reminder,2026-07-23
R006304,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-08-05,Flagged (needs supplier confirmation),1. Reminder,2026-08-12
R006305,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,3,REACH,REACh regulation No 1907/2006/EC,"Annex XVII plus amendments (current revision)
Applies to all purchased products and packaging.",Dropdown,Yes,yes,Unknown / not specified,2026-08-24,Flagged (needs supplier confirmation),1. Reminder,2026-08-31
R006306,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,3,REACH,REACh regulation No 1907/2006/EC,Declaration of comformidity,Freetext,Yes,yes,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",2026-08-17,Outdated,1. Reminder,2026-08-24
R006307,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,Material declaration,2026-08-20,Outdated,1. Reminder,2026-08-27
R006308,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,4,Legislations,Chemicals prohibition ordinance ChemVerbotsV,Applies to all purchased products and packaging.,Dropdown,Yes,yes,Not Compliant,2026-07-21,Outdated,1. Reminder,2026-07-28
R006309,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,4,Legislations,Chemicals prohibition ordinance ChemVerbotsV,Declaration of comformidity,Freetext,Yes,yes,123,2026-08-10,Flagged (needs supplier confirmation),1. Reminder,2026-08-17
R006315,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,6,Legislations,PFOS/PFOA Directive 2006/122/EU,Declaration of comformidity,Freetext,Yes,yes,Unknown / not specified,2026-07-15,Flagged (needs supplier confirmation),1. Reminder,2026-07-22
R006316,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,6,Legislations,PFOS/PFOA Directive 2006/122/EU,Evaluation Procedures,Dropdown,Yes,yes,,2026-08-12,Missing,1. Reminder,2026-08-19
R006317,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,7,Legislations,Packaging directive 94/62/EC,Applies to all packaging materials for production and sales products.,Dropdown,Yes,yes,Unknown / not specified,2026-08-05,Flagged (needs supplier confirmation),1. Reminder,2026-08-12
R006319,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,7,Legislations,Packaging directive 94/62/EC,Evaluation Procedures,Dropdown,Yes,yes,TBD,2026-07-31,Flagged (needs supplier confirmation),1. Reminder,2026-08-07
R006320,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,8,Legislations,RoHS directive 2011/65/EC incl. amendments,Applies to all purchased products,Dropdown,Yes,yes,"Yes, compliant.",2026-07-20,Flagged (needs supplier confirmation),1. Reminder,2026-07-27
R006322,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,8,Legislations,RoHS directive 2011/65/EC incl. amendments,Evaluation Procedures,Dropdown,Yes,yes,pending,2026-08-20,Flagged (needs supplier confirmation),1. Reminder,2026-08-27
R006325,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,9,Legislations,ELV directive 2000/53/EC incl. amendments,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-07-14,Flagged (needs supplier confirmation),1. Reminder,2026-07-21
R006326,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,10,Legislations,International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens),"International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens).
Does this product contain any Halogens above the limits emntioed in the standard",Dropdown,Yes,yes,"Yes, compliant.",2026-08-19,Flagged (needs supplier confirmation),1. Reminder,2026-08-26
R006331,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,11,Legislations,Deforestation Regulation (EU) 2023/1115 (EUDR) repealing EU Timber Regulation (EU) No 995/2010 (EUTR),Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-08-08,Flagged (needs supplier confirmation),1. Reminder,2026-08-15
R006333,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,12,Requirements,Halal / Kosher requirements,Please confirm that the above-metioned product does not contain any substances of animal origin or ethanol,Dropdown,Yes,yes,tbc,2026-08-29,Flagged (needs supplier confirmation),1. Reminder,2026-09-05
R006336,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,13,Requirements,Phthalates,Does this product contain phthalates not listed under ANNEX XVII REACH (entry 51)?,Dropdown,Yes,yes,Unknown / not specified,2026-07-17,Flagged (needs supplier confirmation),1. Reminder,2026-07-24
R006340,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,14,Requirements,Mineral Oil,Please list all included mineral oils with their CAS numbers and concentrations:,Freetext,Yes,yes,"Yes, compliant.",2026-08-23,Flagged (needs supplier confirmation),1. Reminder,2026-08-30
R006342,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,15,Requirements,Antimony,Does this product contain antimony or other antimony compounds?,Dropdown,Yes,yes,"yes, see attachment",2026-08-01,Flagged (needs supplier confirmation),1. Reminder,2026-08-08
R006343,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,15,Requirements,Antimony,Please list all included antimony compounds with their CAS numbers and concentrations:,Freetext,Yes,yes,"Confirmed per supplier declaration for please list all included antimony compounds with their cas numbers and concentrations:, evidence on file.",2026-08-21,Outdated,1. Reminder,2026-08-28
R006345,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,16,Requirements,Silicone,Does this product contain silicone or other silicone compounds?,Dropdown,Yes,yes,"yes, see attachment",2026-08-11,Flagged (needs supplier confirmation),1. Reminder,2026-08-18
R006352,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,18,Requirements,Nanomaterial,"If yes, which particle size?
Please list the particle size of the nano substance:",Freetext,Yes,yes,,2026-08-22,Missing,1. Reminder,2026-08-29
R006353,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,18,Requirements,Nanomaterial,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-07-22,Flagged (needs supplier confirmation),1. Reminder,2026-07-29
R006355,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,19,Requirements,"Biocides Directive 98/8/EC, as amended by Ordinance EU 528/2012?","If it is a biocidal product in which country has this product been registered or authorized for which product type?
List of registered countries and product type:",Freetext,Yes,yes,Unknown / not specified,2026-08-21,Flagged (needs supplier confirmation),1. Reminder,2026-08-28
R006364,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),Declaration of comformidity,Dropdown,Yes,yes,Unknown / not specified,2026-09-01,Flagged (needs supplier confirmation),1. Reminder,2026-09-08
R006369,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,24,Requirements,Global automotive declarable substance list (GADSL),Please list all GADSL listet substances including the CAS numbers and concentrations:,Freetext,Yes,yes,TBD,2026-08-20,Flagged (needs supplier confirmation),1. Reminder,2026-08-27
R006370,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,24,Requirements,Global automotive declarable substance list (GADSL),Evaluation Procedures,Dropdown,Yes,yes,,2026-07-21,Missing,1. Reminder,2026-07-28
R006376,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,26,Requirements,"Food allergen(s) EU 1169/2011, Annex II",Evaluation Procedures,Dropdown,Yes,yes,,2026-08-08,Missing,1. Reminder,2026-08-15
R006377,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,27,Requirements,EU Food contact status,"Regulation (EC) No 1935/2004 of the European Parliament and of the Council of 27 October 2004 on materials and articles intended to come into contact with foodstuffs and repealing Regulation (EC) No 1935/2004 of the European Parliament and of the Council of 27 October 2004 on materials and articles intended to come into contact with foodstuffs
Directives 80/590/EEC and 89/109/EEC, Official Journal of the European Union L 338/4 of 13 November 2004, as last amended by Article 5 of Regulation (EU) 2019/1381 of 20 June 2019, Official Journal of the European Union L 231/1 of 6 September, Article 3(1)(a) and (b) ",Dropdown,Yes,yes,Exempt,2026-08-03,Outdated,1. Reminder,2026-08-10
R006379,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,27,Requirements,EU Food contact status,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-08-07,Flagged (needs supplier confirmation),1. Reminder,2026-08-14
R006381,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",2026-07-15,Outdated,1. Reminder,2026-07-22
R006384,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,pending,2026-08-15,Flagged (needs supplier confirmation),1. Reminder,2026-08-22
R006386,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,27,Requirements,EU Food contact status,"Has this product been manufactured as per the principles and guidelines of good manufacturing practise (GMP))
https://health.ec.europa.eu/medicinal-products/eudralex/eudralex-volume-4_en",Dropdown,Yes,yes,TBD,2026-07-15,Flagged (needs supplier confirmation),1. Reminder,2026-07-22
R006388,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,27,Requirements,EU Food contact status,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-07-26,Flagged (needs supplier confirmation),1. Reminder,2026-08-02
R006398,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Canada (NDSL),Canada (NDSL),Dropdown,Yes,yes,"yes, see attachment",2026-07-24,Flagged (needs supplier confirmation),1. Reminder,2026-07-31
R006399,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Canada (NDSL),Substance,Freetext,Yes,yes,"Yes, compliant.",2026-07-25,Flagged (needs supplier confirmation),1. Reminder,2026-08-01
R006401,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,China (IECSC) ,Dropdown,Yes,yes,Exempt,2026-08-15,Outdated,1. Reminder,2026-08-22
R006402,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,Substance,Freetext,Yes,yes,tbc,2026-07-22,Flagged (needs supplier confirmation),1. Reminder,2026-07-29
R006403,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-07-24,Flagged (needs supplier confirmation),1. Reminder,2026-07-31
R006404,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Korea (KECI),Korea (KECI),Dropdown,Yes,yes,"yes, see attachment",2026-09-02,Flagged (needs supplier confirmation),1. Reminder,2026-09-09
R006405,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Korea (KECI),Substance,Freetext,Yes,yes,123,2026-08-11,Flagged (needs supplier confirmation),1. Reminder,2026-08-18
R006407,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for New Zealand (NZIOC),New Zealand (NZIOC),Dropdown,Yes,yes,,2026-08-17,Missing,1. Reminder,2026-08-24
R006409,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for New Zealand (NZIOC),Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-08-20,Flagged (needs supplier confirmation),1. Reminder,2026-08-27
R006412,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Philippines (PICCS),Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-07-27,Flagged (needs supplier confirmation),1. Reminder,2026-08-03
R006416,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Taiwan (TSCI),Dropdown,Yes,yes,tbc,2026-08-16,Flagged (needs supplier confirmation),1. Reminder,2026-08-23
R006417,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Substance,Freetext,Yes,yes,"Confirmed per supplier declaration for substance, evidence on file.",2026-09-01,Outdated,1. Reminder,2026-09-08
R006420,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Mexico (INSQ),Substance,Freetext,Yes,yes,"Yes, compliant.",2026-07-18,Flagged (needs supplier confirmation),1. Reminder,2026-07-25
R006421,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Mexico (INSQ),Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-08-13,Flagged (needs supplier confirmation),1. Reminder,2026-08-20
R006428,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Australia (AICS),Australia (AICS),Dropdown,Yes,yes,"yes, see attachment",2026-07-23,Flagged (needs supplier confirmation),1. Reminder,2026-07-30
R006430,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,29,Requirements,Global Inventory Status for Australia (AICS),Evaluation Procedures,Dropdown,Yes,yes,Supplier declaration and laboratory analysis,2026-08-14,Outdated,1. Reminder,2026-08-21
R006434,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 1,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,Unknown / not specified,2026-08-13,Flagged (needs supplier confirmation),1. Reminder,2026-08-20
R006436,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 2,CAS No. ,Freetext,Yes,yes,,2026-08-07,Missing,1. Reminder,2026-08-14
R006440,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 3,CAS No. ,Freetext,Yes,yes,123,2026-07-19,Flagged (needs supplier confirmation),1. Reminder,2026-07-26
R006443,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 4,Substance Name,Freetext,Yes,yes,"Yes, compliant.",2026-08-01,Flagged (needs supplier confirmation),1. Reminder,2026-08-08
R006446,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 4,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,,2026-07-29,Missing,1. Reminder,2026-08-05
R006447,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 5,Substance Name,Freetext,Yes,yes,123,2026-09-01,Flagged (needs supplier confirmation),1. Reminder,2026-09-08
R006449,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 5,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,123,2026-07-15,Flagged (needs supplier confirmation),1. Reminder,2026-07-22
R006453,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 6,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,tbc,2026-07-14,Flagged (needs supplier confirmation),1. Reminder,2026-07-21
R006457,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 7,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",2026-08-31,Outdated,1. Reminder,2026-09-07
R006458,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 7,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,Unknown / not specified,2026-08-12,Flagged (needs supplier confirmation),1. Reminder,2026-08-19
R006459,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 8,Substance Name,Freetext,Yes,yes,"Yes, compliant.",2026-07-27,Flagged (needs supplier confirmation),1. Reminder,2026-08-03
R006465,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 9,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,123,2026-07-17,Flagged (needs supplier confirmation),1. Reminder,2026-07-24
R006468,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,30,Full Material Declaration,Material 10,CAS No. ,Freetext,Yes,yes,pending,2026-08-11,Flagged (needs supplier confirmation),1. Reminder,2026-08-18
R006472,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,31,Sustainability data (currently optional),Share of virgin fossil material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,"Yes, compliant.",2026-08-06,Flagged (needs supplier confirmation),1. Reminder,2026-08-13
R006473,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,31,Sustainability data (currently optional),Share of virgin bio-based material,Substance concentration (in %),Freetext,Yes,yes,123,2026-08-27,Flagged (needs supplier confirmation),1. Reminder,2026-09-03
R006480,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,31,Sustainability data (currently optional),Share of bio-based from agricultural waste/residue,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,"Yes, compliant.",2026-08-02,Flagged (needs supplier confirmation),1. Reminder,2026-08-09
R006481,7118411,Orion Elastomers Inc.,Italy,10268-92386-06,MDF,31,Sustainability data (currently optional),Share of other circular material feedstock,Substance concentration (in %),Freetext,Yes,yes,Unknown / not specified,2026-07-27,Flagged (needs supplier confirmation),1. Reminder,2026-08-03
R006487,7118411,Orion Elastomers Inc.,Italy,,PCF,1,Corporate report,Sustainability / ESG Report Upload – Submission,Reporting year,Dropdown,Yes,yes,N/A,2026-08-05,Flagged (needs supplier confirmation),1. Reminder,2026-08-12
R006491,7118411,Orion Elastomers Inc.,Italy,,PCF,2,GHG & Energy,GHG / Energy Evidence Upload – Submission,Evidence type,Dropdown,Yes,yes,,2026-08-01,Missing,1. Reminder,2026-08-08
R006494,7118411,Orion Elastomers Inc.,Italy,,PCF,3,PCF,PCF Upload – Submission,Information from supplier avaliable?,Check box,Yes,yes,123,2026-08-22,Flagged (needs supplier confirmation),1. Reminder,2026-08-29
R006501,7118411,Orion Elastomers Inc.,Italy,,PCF,3,PCF,PCF Upload – Submission,Site name,Freetext,Yes,yes,,2026-07-30,Missing,1. Reminder,2026-08-06
R006510,19766045,Atlas Polymers Inc.,Turkey,36147-96457-01,MDF,1,General information,Introduction,Declaration of comformidity,Freetext,Yes,yes,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",2026-07-26,Outdated,Open,2026-07-26
R006515,19766045,Atlas Polymers Inc.,Turkey,36147-96457-01,MDF,2,REACH,REACH Registration Status,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-09-02,Flagged (needs supplier confirmation),Open,2026-09-02
R006516,19766045,Atlas Polymers Inc.,Turkey,36147-96457-01,MDF,3,REACH,REACh regulation No 1907/2006/EC,"SVHC candidate list (current revision)
Applies to all purchased products and packaging.",Dropdown,Yes,yes,"Yes, compliant.",2026-07-24,Flagged (needs supplier confirmation),Open,2026-07-24
R006518,19766045,Atlas Polymers Inc.,Turkey,36147-96457-01,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,,2026-07-30,Missing,Open,2026-07-30
