Row ID,Supplier ID,Supplier Name,Country,NART,Use case,Module (ID),Category,Section,Field (label),Field Type,Required @ go-live,Editable by supplier,Value submitted,Submission date,Status,Workflow status,Last contact date,Region,Industry
DEMO100-024-A02-F19,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A02,MDF,DEMO100-M3,Quality,Quality evidence,Quality certificate valid until,Date,Yes,yes,2028-12-31,2026-09-01,Complete,Closed,2026-09-04,EMEA,Textiles
DEMO100-024-A02-F20,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A02,PCF,DEMO100-M2,Product footprint and logistics,Reporting period,Reporting year,Freetext,Yes,yes,2026,2026-09-01,Complete,Closed,2026-09-04,EMEA,Textiles
DEMO100-024-A02-F21,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A02,MDF,DEMO100-M1,Textiles,Identity,Product family confirmation,Freetext,Yes,yes,Fictional textiles family 24,2026-09-01,Complete,Closed,2026-09-04,EMEA,Textiles
DEMO100-024-A02-F22,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A02,MDF,DEMO100-M3,Quality,Applicability,Demo applicability note,Freetext,No,no,Not applicable to this fictional product,2026-09-01,N/A (informational field),Closed,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F01,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M1,Textiles,Textile specifications,Fabric area weight,Freetext,Yes,yes,Unverified declaration: 180 g per square metre,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F02,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M1,Textiles,Textile specifications,Fabric construction,Freetext,Yes,yes,,,Missing,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F03,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M1,Textiles,Manufacturing,Dyeing process,Freetext,Yes,yes,2024 declaration: Low-temperature batch dyeing,2024-06-30,Outdated,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F04,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M1,Textiles,Product care,Washing instructions,Freetext,Yes,yes,Unverified declaration: Machine wash at 30 degrees Celsius,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F05,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M1,Textiles,Manufacturing,Finishing treatment,Freetext,Yes,yes,,,Missing,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F06,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M1,Textiles,Circularity,Cutting waste recovery,Freetext,Yes,yes,2024 declaration: Offcuts collected for fibre recycling,2024-06-30,Outdated,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F07,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Product revision reference,Freetext,Yes,yes,"Unverified declaration: Revision B, demonstration release 2026",2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F08,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Traceability,Production batch reference,Freetext,Yes,yes,,,Missing,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F09,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Declared functional unit,Freetext,Yes,yes,2024 declaration: One finished product,2024-06-30,Outdated,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F10,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Environmental data,Assessment reference period,Freetext,Yes,yes,Unverified declaration: January to December 2026,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F11,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Energy,Electricity use per unit,Freetext,Yes,yes,,,Missing,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F12,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Energy,Renewable electricity share,Freetext,Yes,yes,2024 declaration: 65 percent,2024-06-30,Outdated,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F13,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Environmental data,Waste generated per unit,Freetext,Yes,yes,Unverified declaration: 0.08 kg per unit,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F14,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Logistics,Main delivery distance,Freetext,Yes,yes,,,Missing,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F15,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Logistics,Shipment loading assumption,Freetext,Yes,yes,2024 declaration: 80 percent load factor,2024-06-30,Outdated,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F16,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Packaging,Reusable transport packaging,Freetext,Yes,yes,Unverified declaration: Reusable crates for return shipments,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F17,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Evidence,Evidence issue date,Date,Yes,yes,,,Missing,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F18,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Evidence,Data measurement approach,Freetext,Yes,yes,2024 declaration: Measured site totals allocated per product,2024-06-30,Outdated,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F19,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M3,Quality,Quality evidence,Quality certificate valid until,Date,Yes,yes,2028-12-31,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F20,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,PCF,DEMO100-M2,Product footprint and logistics,Reporting period,Reporting year,Freetext,Yes,yes,,,Missing,Open,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F21,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M1,Textiles,Identity,Product family confirmation,Freetext,Yes,yes,Fictional textiles family 24,2026-09-01,Complete,Closed,2026-09-04,EMEA,Textiles
DEMO100-024-A03-F22,DEMO100-024,Demo Cindermere Woven Materials,Portugal,DEMO100-024-A03,MDF,DEMO100-M3,Quality,Applicability,Demo applicability note,Freetext,No,no,Not applicable to this fictional product,2026-09-01,N/A (informational field),Closed,2026-09-04,EMEA,Textiles
DEMO100-025-A01-F01,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M1,Industrial,Technical specifications,Rated operating power,Freetext,Yes,yes,2024 declaration: 1.5 kW,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A01-F02,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M1,Industrial,Maintenance,Lubricant specification,Freetext,Yes,yes,Unverified declaration: Synthetic lubricant grade DEMO-46,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A01-F03,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M1,Industrial,Product support,Replacement parts availability,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A01-F04,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M1,Industrial,Technical specifications,Operating temperature range,Freetext,Yes,yes,2024 declaration: 5 to 40 degrees Celsius,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A01-F05,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M1,Industrial,Installation,Installation requirements,Freetext,Yes,yes,Unverified declaration: Level indoor surface with grounded power,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A01-F06,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M1,Industrial,Circularity,Disassembly approach,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A01-F07,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Product revision reference,Freetext,Yes,yes,"2024 declaration: Revision B, demonstration release 2026",2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A01-F08,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Traceability,Production batch reference,Freetext,Yes,yes,Unverified declaration: Fictional batch DEMO-2026-09,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A01-F09,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Declared functional unit,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A01-F10,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Environmental data,Assessment reference period,Freetext,Yes,yes,January to December 2026,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F11,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Energy,Electricity use per unit,Freetext,Yes,yes,2.4 kWh per unit,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F12,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Energy,Renewable electricity share,Freetext,Yes,yes,65 percent,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F13,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Environmental data,Waste generated per unit,Freetext,Yes,yes,0.08 kg per unit,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F14,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Logistics,Main delivery distance,Freetext,Yes,yes,450 km,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F15,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Logistics,Shipment loading assumption,Freetext,Yes,yes,80 percent load factor,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F16,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Packaging,Reusable transport packaging,Freetext,Yes,yes,Reusable crates for return shipments,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F17,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Evidence,Evidence issue date,Date,Yes,yes,2026-09-01,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F18,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Evidence,Data measurement approach,Freetext,Yes,yes,Measured site totals allocated per product,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F19,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M3,Quality,Quality evidence,Quality certificate valid until,Date,Yes,yes,2028-12-31,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F20,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,PCF,DEMO100-M2,Product footprint and logistics,Reporting period,Reporting year,Freetext,Yes,yes,2026,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F21,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M1,Industrial,Identity,Product family confirmation,Freetext,Yes,yes,Fictional industrial family 25,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A01-F22,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A01,MDF,DEMO100-M3,Quality,Applicability,Demo applicability note,Freetext,No,no,Not applicable to this fictional product,2026-09-01,N/A (informational field),Closed,,APAC,Industrial
DEMO100-025-A02-F01,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M1,Industrial,Technical specifications,Rated operating power,Freetext,Yes,yes,Unverified declaration: 1.5 kW,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A02-F02,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M1,Industrial,Maintenance,Lubricant specification,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A02-F03,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M1,Industrial,Product support,Replacement parts availability,Freetext,Yes,yes,2024 declaration: Seven years after delivery,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A02-F04,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M1,Industrial,Technical specifications,Operating temperature range,Freetext,Yes,yes,Unverified declaration: 5 to 40 degrees Celsius,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A02-F05,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M1,Industrial,Installation,Installation requirements,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A02-F06,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M1,Industrial,Circularity,Disassembly approach,Freetext,Yes,yes,2024 declaration: Remove bolted panels before separating modules,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A02-F07,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Product revision reference,Freetext,Yes,yes,"Unverified declaration: Revision B, demonstration release 2026",2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A02-F08,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Traceability,Production batch reference,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A02-F09,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Declared functional unit,Freetext,Yes,yes,2024 declaration: One finished product,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A02-F10,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Environmental data,Assessment reference period,Freetext,Yes,yes,Unverified declaration: January to December 2026,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A02-F11,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Energy,Electricity use per unit,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A02-F12,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Energy,Renewable electricity share,Freetext,Yes,yes,2024 declaration: 65 percent,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A02-F13,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Environmental data,Waste generated per unit,Freetext,Yes,yes,Unverified declaration: 0.08 kg per unit,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A02-F14,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Logistics,Main delivery distance,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A02-F15,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Logistics,Shipment loading assumption,Freetext,Yes,yes,2024 declaration: 80 percent load factor,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A02-F16,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Packaging,Reusable transport packaging,Freetext,Yes,yes,Unverified declaration: Reusable crates for return shipments,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A02-F17,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Evidence,Evidence issue date,Date,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A02-F18,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Evidence,Data measurement approach,Freetext,Yes,yes,2024 declaration: Measured site totals allocated per product,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A02-F19,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M3,Quality,Quality evidence,Quality certificate valid until,Date,Yes,yes,2028-12-31,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A02-F20,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,PCF,DEMO100-M2,Product footprint and logistics,Reporting period,Reporting year,Freetext,Yes,yes,2026,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A02-F21,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M1,Industrial,Identity,Product family confirmation,Freetext,Yes,yes,Fictional industrial family 25,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A02-F22,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A02,MDF,DEMO100-M3,Quality,Applicability,Demo applicability note,Freetext,No,no,Not applicable to this fictional product,2026-09-01,N/A (informational field),Closed,,APAC,Industrial
DEMO100-025-A03-F01,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M1,Industrial,Technical specifications,Rated operating power,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A03-F02,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M1,Industrial,Maintenance,Lubricant specification,Freetext,Yes,yes,2024 declaration: Synthetic lubricant grade DEMO-46,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A03-F03,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M1,Industrial,Product support,Replacement parts availability,Freetext,Yes,yes,Unverified declaration: Seven years after delivery,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A03-F04,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M1,Industrial,Technical specifications,Operating temperature range,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A03-F05,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M1,Industrial,Installation,Installation requirements,Freetext,Yes,yes,2024 declaration: Level indoor surface with grounded power,2024-06-30,Outdated,Open,,APAC,Industrial
DEMO100-025-A03-F06,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M1,Industrial,Circularity,Disassembly approach,Freetext,Yes,yes,Unverified declaration: Remove bolted panels before separating modules,2026-09-01,Flagged (needs supplier confirmation),Open,,APAC,Industrial
DEMO100-025-A03-F07,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Product revision reference,Freetext,Yes,yes,,,Missing,Open,,APAC,Industrial
DEMO100-025-A03-F08,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Traceability,Production batch reference,Freetext,Yes,yes,Fictional batch DEMO-2026-09,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F09,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Declared functional unit,Freetext,Yes,yes,One finished product,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F10,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Environmental data,Assessment reference period,Freetext,Yes,yes,January to December 2026,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F11,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Energy,Electricity use per unit,Freetext,Yes,yes,2.4 kWh per unit,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F12,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Energy,Renewable electricity share,Freetext,Yes,yes,65 percent,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F13,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Environmental data,Waste generated per unit,Freetext,Yes,yes,0.08 kg per unit,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F14,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Logistics,Main delivery distance,Freetext,Yes,yes,450 km,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F15,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Logistics,Shipment loading assumption,Freetext,Yes,yes,80 percent load factor,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F16,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Packaging,Reusable transport packaging,Freetext,Yes,yes,Reusable crates for return shipments,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F17,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Evidence,Evidence issue date,Date,Yes,yes,2026-09-01,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F18,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Evidence,Data measurement approach,Freetext,Yes,yes,Measured site totals allocated per product,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F19,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M3,Quality,Quality evidence,Quality certificate valid until,Date,Yes,yes,2028-12-31,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F20,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,PCF,DEMO100-M2,Product footprint and logistics,Reporting period,Reporting year,Freetext,Yes,yes,2026,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F21,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M1,Industrial,Identity,Product family confirmation,Freetext,Yes,yes,Fictional industrial family 25,2026-09-01,Complete,Closed,,APAC,Industrial
DEMO100-025-A03-F22,DEMO100-025,Demo Cindermere Process Systems,Japan,DEMO100-025-A03,MDF,DEMO100-M3,Quality,Applicability,Demo applicability note,Freetext,No,no,Not applicable to this fictional product,2026-09-01,N/A (informational field),Closed,,APAC,Industrial
DEMO100-026-A01-F01,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,MDF,DEMO100-M1,Automotive,Engineering,Part drawing revision,Freetext,Yes,yes,Unverified declaration: Drawing DEMO-A revision 3,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-06,APAC,Automotive
DEMO100-026-A01-F02,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,MDF,DEMO100-M1,Automotive,Engineering,Vehicle application,Freetext,Yes,yes,,,Missing,Open,2026-09-06,APAC,Automotive
DEMO100-026-A01-F03,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,MDF,DEMO100-M1,Automotive,Materials,Component surface treatment,Freetext,Yes,yes,2024 declaration: Water-based protective coating,2024-06-30,Outdated,Open,2026-09-06,APAC,Automotive
DEMO100-026-A01-F04,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,MDF,DEMO100-M1,Automotive,Manufacturing,Assembly joining method,Freetext,Yes,yes,Unverified declaration: Mechanical fasteners,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-06,APAC,Automotive
DEMO100-026-A01-F05,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,MDF,DEMO100-M1,Automotive,Maintenance,Service replacement interval,Freetext,Yes,yes,,,Missing,Open,2026-09-06,APAC,Automotive
DEMO100-026-A01-F06,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,MDF,DEMO100-M1,Automotive,Circularity,Remanufacturing suitability,Freetext,Yes,yes,2024 declaration: Housing suitable for remanufacturing,2024-06-30,Outdated,Open,2026-09-06,APAC,Automotive
DEMO100-026-A01-F07,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Product revision reference,Freetext,Yes,yes,"Unverified declaration: Revision B, demonstration release 2026",2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-06,APAC,Automotive
DEMO100-026-A01-F08,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,PCF,DEMO100-M2,Product footprint and logistics,Traceability,Production batch reference,Freetext,Yes,yes,,,Missing,Open,2026-09-06,APAC,Automotive
DEMO100-026-A01-F09,DEMO100-026,Demo Cindermere Drive Components,Malaysia,DEMO100-026-A01,PCF,DEMO100-M2,Product footprint and logistics,Product identity,Declared functional unit,Freetext,Yes,yes,2024 declaration: One finished product,2024-06-30,Outdated,Open,2026-09-06,APAC,Automotive
