Supplier ID,Supplier Name,Country,Region,Industry,NART,Outstanding fields
DEMO100-091,Demo Junipercrest Motion Works,Spain,EMEA,Automotive,DEMO100-091-A03,9
DEMO100-092,Demo Junipercrest Fibre Packs,Canada,AMER,Packaging,DEMO100-092-A01,18
DEMO100-092,Demo Junipercrest Fibre Packs,Canada,AMER,Packaging,DEMO100-092-A02,7
DEMO100-092,Demo Junipercrest Fibre Packs,Canada,AMER,Packaging,DEMO100-092-A03,16
DEMO100-093,Demo Junipercrest Signal Devices,Vietnam,APAC,Electronics,DEMO100-093-A01,5
DEMO100-093,Demo Junipercrest Signal Devices,Vietnam,APAC,Electronics,DEMO100-093-A02,14
DEMO100-093,Demo Junipercrest Signal Devices,Vietnam,APAC,Electronics,DEMO100-093-A03,3
DEMO100-094,Demo Junipercrest Woven Materials,Germany,EMEA,Textiles,DEMO100-094-A01,12
DEMO100-094,Demo Junipercrest Woven Materials,Germany,EMEA,Textiles,DEMO100-094-A02,1
DEMO100-094,Demo Junipercrest Woven Materials,Germany,EMEA,Textiles,DEMO100-094-A03,10
DEMO100-095,Demo Junipercrest Process Systems,Mexico,LATAM,Industrial,DEMO100-095-A01,19
DEMO100-095,Demo Junipercrest Process Systems,Mexico,LATAM,Industrial,DEMO100-095-A02,8
DEMO100-095,Demo Junipercrest Process Systems,Mexico,LATAM,Industrial,DEMO100-095-A03,17
DEMO100-096,Demo Junipercrest Drive Components,Australia,APAC,Automotive,DEMO100-096-A01,6
DEMO100-096,Demo Junipercrest Drive Components,Australia,APAC,Automotive,DEMO100-096-A02,15
DEMO100-096,Demo Junipercrest Drive Components,Australia,APAC,Automotive,DEMO100-096-A03,4
DEMO100-097,Demo Junipercrest Circular Cartons,France,EMEA,Packaging,DEMO100-097-A01,13
DEMO100-097,Demo Junipercrest Circular Cartons,France,EMEA,Packaging,DEMO100-097-A02,2
DEMO100-097,Demo Junipercrest Circular Cartons,France,EMEA,Packaging,DEMO100-097-A03,11
DEMO100-098,Demo Junipercrest Sensor Assemblies,Brazil,LATAM,Electronics,DEMO100-098-A01,20
DEMO100-098,Demo Junipercrest Sensor Assemblies,Brazil,LATAM,Electronics,DEMO100-098-A02,9
DEMO100-098,Demo Junipercrest Sensor Assemblies,Brazil,LATAM,Electronics,DEMO100-098-A03,18
DEMO100-099,Demo Junipercrest Technical Fabrics,South Africa,EMEA,Textiles,DEMO100-099-A01,7
DEMO100-099,Demo Junipercrest Technical Fabrics,South Africa,EMEA,Textiles,DEMO100-099-A02,16
DEMO100-099,Demo Junipercrest Technical Fabrics,South Africa,EMEA,Textiles,DEMO100-099-A03,5
DEMO100-100,Demo Junipercrest Precision Tools,Poland,EMEA,Industrial,DEMO100-100-A01,14
DEMO100-100,Demo Junipercrest Precision Tools,Poland,EMEA,Industrial,DEMO100-100-A02,3
DEMO100-100,Demo Junipercrest Precision Tools,Poland,EMEA,Industrial,DEMO100-100-A03,12
